,Artikal,Datum,Tip dok.,Unnamed: 3,Broj dok.,Poslovni partner,Adresa,Poštanski broj,Unnamed: 8,Mjesto,Unnamed: 10,Količina,Iznos prije rabata,Regija,Unnamed: 12,Partner šifra,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 7,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 6
107,Dorzol 20mg/ml kapi za oči 5ml,17. 10. 2022.,OTP,,16021.0,"Privatna apoteka ""TILIA"" vl.mr.ph.Valida Šakambet",Marcela Šnajdera 9b,71000.0,,SARAJEVO,,5.0,51.1,09 - Sarajevski Kanton,,,,,,,,,,
108,Dorzol 20mg/ml kapi za oči 5ml,17. 10. 2022.,OTP,,15969.0,LUPRIV PLUS Mostar ogr.SARAJEVO 3,Skenderija 5,71000.0,,SARAJEVO,,6.0,61.32,09 - Sarajevski Kanton,,,,,,,,,,
109,Dorzol 20mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16062.0,"PZU ""AP"" Apoteke Sarajevo",Trg Solidarnosti 39,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
110,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16154.0,LUPRIV PHARM Mostar ogr.SARAJEVO 4,Višnjik 35A,71000.0,,SARAJEVO,,10.0,102.2,09 - Sarajevski Kanton,,,,,,,,,,
111,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16172.0,PZU Apoteka PHARMAMED Vitez-ogranak apoteke Sarajevo,Baščaršija 28,71000.0,,SARAJEVO,,15.0,153.3,09 - Sarajevski Kanton,,,,,,,,,,
112,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16158.0,"PZU Apoteka GRAL Sarajevo-Ogranak Apoteka ""DOBRINJA""",Omladinskih radnih brigada 5,71000.0,,SARAJEVO,,6.0,61.32,09 - Sarajevski Kanton,,,,,,,,,,
113,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16063.0,Privatna apoteka ''Oaza zdravlja'' Sarajevo- Bihaćka,Bihaćka br.1,71000.0,,SARAJEVO,,10.0,115.2,09 - Sarajevski Kanton,,,,,,,,,,
114,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,21. 10. 2022.,OTP,,16282.0,"Privatna apoteka ""TILIA"" vl.mr.ph.Valida Šakambet",Marcela Šnajdera 9b,71000.0,,SARAJEVO,,2.0,23.04,09 - Sarajevski Kanton,,,,,,,,,,
115,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16206.0,Apoteka SAN-DI,"Stara cesta do br.7, Semizovac",71321.0,,SEMIZOVAC,,1.0,11.52,09 - Sarajevski Kanton,,,,,,,,,,
116,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16124.0,LUPRIV PHARM Mostar ogr.SARAJEVO 5,Vrazova 22,71000.0,,SARAJEVO,,2.0,23.04,09 - Sarajevski Kanton,,,,,,,,,,
119,"Latanox kapi za oči 1x2,5ml",20. 10. 2022.,OTP,,16265.0,"Ljekarna Z.U. ""Đivić"" Tomislavgrad",Kolodvor bb,80240.0,,TOMISLAVGRAD,,2.0,16.84,10 - Livanjski kanton (Herceg Bosanski),,,,,,,,,,
122,Dorzol 20mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16047.0,IBN-SINA PZU Ogranak 22 KOLOBARA Brčko (A23),M.Ibrahimbegovića bb,76000.0,,BRČKO,,5.0,51.1,11 - Brčko Distrikt,,,,,,,,,,
125,Dorzol 20mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16251.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ BOSKA",Trg Kraine br.2,78000.0,,BANJA LUKA,,30.0,306.6,12 - RS,,,,,,,,,,
126,Dorzol 20mg/ml kapi za oči 5ml,21. 10. 2022.,OTP,,16291.0,"ZU- Apoteka ""EXPERA PHARMACY"" PJ. Apoteka br.59",Cara Dušana 68,75940.0,,LOPARE,,20.0,204.4,12 - RS,,,,,,,,,,
127,Dorzol 20mg/ml kapi za oči 5ml,17. 10. 2022.,OTP,,15992.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ. Doboj",Ul-Nemanjina 18,74000.0,,DOBOJ,,20.0,204.4,12 - RS,,,,,,,,,,
128,Dorzol 20mg/ml kapi za oči 5ml,17. 10. 2022.,OTP,,16019.0,"ZU ""Apoteke PROFARM"" Gradiška",Ulica Zaharija Orfelina br.5 GRADIŠKA,78400.0,,BOSANSKA GRADIŠKA/GRADIŠKA,,22.0,224.84,12 - RS,,,,,,,,,,
129,Dorzol 20mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16227.0,"Z.U. ""APOTEKA BELLADONNA""  P.J. Apoteka 3",dr .Levija br2,89000.0,,TREBINJE,,30.0,306.6,12 - RS,,,,,,,,,,
130,Dorzol 20mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16229.0,"Zu ""Crvena apoteka""PJ.C12-Starčevica-Banja Luka",Save Ljuboje br.1,78000.0,,BANJA LUKA,,30.0,306.6,12 - RS,,,,,,,,,,
131,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16187.0,"ZU- Apoteka ""EXPERA PHARMACY"" PJ. Apoteka br.69",Ivana Gorana Kovačića bb (TC TOPLIK),78000.0,,BANJA LUKA,,4.0,40.88,12 - RS,,,,,,,,,,
132,Dorzol 20mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16201.0,"ZU ""Crvena apoteka""PJ.C10-Trn Laktaši",Cara Dušana br.97,78252.0,,TRN /LAKTAŠI/,,30.0,306.6,12 - RS,,,,,,,,,,
133,Dorzol 20mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16059.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ""PRVI MAJ"" Banja Luka",Ulica Milana Tepića br.17,78000.0,,BANJA LUKA,,40.0,408.8,12 - RS,,,,,,,,,,
134,Dorzol 20mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16024.0,"Z.U. Apoteka ""Damjanović"" Modriča",Svetosavska 16,74480.0,,MODRIČA,,10.0,102.2,12 - RS,,,,,,,,,,
135,Dorzol 20mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16236.0,J.Z.U. Gradska apoteka Prijedor,Kralja Petra Oslobodioca 25,79000.0,,PRIJEDOR,,50.0,511.0,12 - RS,,,,,,,,,,
136,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16122.0,"Z.U.""Moja Apoteka"" Banja Luka-PJ Lauš",Ul. Karađorđeva br. 157,78000.0,,BANJA LUKA,,20.0,204.4,12 - RS,,,,,,,,,,
137,Dorzol 20mg/ml kapi za oči 5ml,21. 10. 2022.,OTP,,16287.0,ZU Apoteka Ukrina Čelinac,Dubrava Stara bb,78240.0,,ČELINAC,,25.0,255.5,12 - RS,,,,,,,,,,
138,Dorzol 20mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16160.0,"Z.U. Apoteka ""Rosić"" Bijeljina, apoteka ""Rosić br.12""",Petra Mećave 1a,78000.0,,BANJA LUKA,,35.0,357.7,12 - RS,,,,,,,,,,
139,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,19. 10. 2022.,OTP,,16187.0,"ZU- Apoteka ""EXPERA PHARMACY"" PJ. Apoteka br.69",Ivana Gorana Kovačića bb (TC TOPLIK),78000.0,,BANJA LUKA,,4.0,49.48,12 - RS,,,,,,,,,,
140,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,20. 10. 2022.,OTP,,16227.0,"Z.U. ""APOTEKA BELLADONNA""  P.J. Apoteka 3",dr .Levija br2,89000.0,,TREBINJE,,5.0,61.85,12 - RS,,,,,,,,,,
141,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,18. 10. 2022.,OTP,,16092.0,"ZU- Apoteka ""EXPERA PHARMACY"" PJ. Apoteka br.55",ul.Ljubovijska bb.,78420.0,,SRBAC,,10.0,123.7,12 - RS,,,,,,,,,,
142,"Latanox kapi za oči 1x2,5ml",20. 10. 2022.,OTP,,16227.0,"Z.U. ""APOTEKA BELLADONNA""  P.J. Apoteka 3",dr .Levija br2,89000.0,,TREBINJE,,3.0,24.21,12 - RS,,,,,,,,,,
1,Dorzol 20mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16575.0,PZU ''Apoteka Aida 2'' Bihać,Jablanska 269,77000.0,,BIHAĆ,,2.0,20.44,01 - Unsko-Sanski kanton,,,,,,,,,,
2,Dorzol 20mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16590.0,Viva PZU Apoteka Cazin,Mala Lisa bb(Bošnj. šehida 7),77220.0,,CAZIN,,5.0,51.1,01 - Unsko-Sanski kanton,,,,,,,,,,
3,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16573.0,"Viva PZU Apoteka Cazin ogranak ""Viva Belladonna""",Ćoralići BB TC Robot,77220.0,,CAZIN,,5.0,61.85,01 - Unsko-Sanski kanton,,,,,,,,,,
4,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16584.0,Viva PZU Apoteka ogranak 3,Jošani bb,77220.0,,CAZIN,,3.0,37.11,01 - Unsko-Sanski kanton,,,,,,,,,,
5,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16575.0,PZU ''Apoteka Aida 2'' Bihać,Jablanska 269,77000.0,,BIHAĆ,,2.0,24.74,01 - Unsko-Sanski kanton,,,,,,,,,,
8,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16435.0,"IBN-SINA PZU Ogranak 15, Slatina nova, Apoteka Tuzla (A16)","Albina Herljevića 8, Tuzla",75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
9,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16435.0,"IBN-SINA PZU Ogranak 15, Slatina nova, Apoteka Tuzla (A16)","Albina Herljevića 8, Tuzla",75000.0,,TUZLA,,10.0,102.2,03 - Tuzlanski Kanton,,,,,,,,,,
10,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16430.0,IBN-SINA PZU Ogranak 23 STADION Tuzla (A32),SPO ''STADION'',75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
11,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16520.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. Suha (TC. Bingo Tuzla )",Suha bb,75270.0,,ŽIVINICE,,1.0,10.22,03 - Tuzlanski Kanton,,,,,,,,,,
12,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16493.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr.7 Tuzla","Stupine B7/6,Maka Dizdara",75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
13,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16444.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
14,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16480.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 2",Šićki Brod TC Bingo,75000.0,,TUZLA,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
15,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16424.0,"IBN-SINA PZU Ogranak 19, Lukavac (A21)","ul.25. Novembra bb, Lukavac",75300.0,,LUKAVAC,,10.0,102.2,03 - Tuzlanski Kanton,,,,,,,,,,
16,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16472.0,PZU Apoteka ADONIS ogr.15 Lukavac,Đure Salaja 4,75300.0,,LUKAVAC,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
17,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16463.0,PZU Apoteka ADONIS ogr.7 SREBRENIK,Zlatnih ljiljana bb,75350.0,,SREBRENIK,,5.0,51.1,03 - Tuzlanski Kanton,,,,,,,,,,
18,Dorzol 20mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16470.0,PZU Apoteka ADONIS ogr.14 Lukavac,Branilaca Bosne bb,75300.0,,LUKAVAC,,2.0,20.44,03 - Tuzlanski Kanton,,,,,,,,,,
19,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16462.0,PZU Apoteka ADONIS ogr.11 VUČKOVCI,Bajramište br.2,76250.0,,GRADAČAC,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
20,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16435.0,"IBN-SINA PZU Ogranak 15, Slatina nova, Apoteka Tuzla (A16)","Albina Herljevića 8, Tuzla",75000.0,,TUZLA,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
21,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16447.0,PZU Apoteka ADONIS,25.Novembra bb,75300.0,,LUKAVAC,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
22,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16458.0,PZU Apoteka ADONIS ogr.8 LUKAVAC,Sarajevska bb,75300.0,,LUKAVAC,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
23,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16459.0,PZU Apoteka ADONIS ogr.8 LUKAVAC,Sarajevska bb,75300.0,,LUKAVAC,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
24,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16465.0,PZU Apoteka ADONIS ogr.7 SREBRENIK,Zlatnih ljiljana bb,75350.0,,SREBRENIK,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
25,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16514.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 5","Ul. II Korpusa BIH bb, TC Merkator Tuzla",75000.0,,TUZLA,,3.0,37.11,03 - Tuzlanski Kanton,,,,,,,,,,
26,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16522.0,"PZU Apoteka ""ĐULOVIĆ-PHARM"" Ogr. Suha (TC. Bingo Tuzla )",Suha bb,75270.0,,ŽIVINICE,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
27,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16507.0,PZU Apoteka ''DUR-FARM'' Sapna,Žrtava genocida u Srebrenici,75411.0,,SAPNA,,10.0,115.2,03 - Tuzlanski Kanton,,,,,,,,,,
28,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16510.0,"Apoteka ""BELA"" Živinice",25. Novembra bb,75270.0,,ŽIVINICE,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
29,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,31. 10. 2022.,OTP,,16817.0,Pharm-priv.apoteka Zavidovići,Naselje Stadion lamela 5,72220.0,,ZAVIDOVIĆI,,10.0,115.2,03 - Tuzlanski Kanton,,,,,,,,,,
30,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16414.0,IBN-SINA PZU Apoteka Lukavac (A12),Kulina Bana br.8,75300.0,,LUKAVAC,,40.0,494.8,03 - Tuzlanski Kanton,,,,,,,,,,
31,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16527.0,"PZU Apoteka ""MEDEX-PHARM"" Banovići-Ogr.13 Centar Čelić",ul.Alije Izetbegovića br.53,75246.0,,ČELIĆ,,2.0,24.74,03 - Tuzlanski Kanton,,,,,,,,,,
32,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16533.0,PZU Eurofarm Edal apoteka 2 Tuzla,Tržni centar,75000.0,,TUZLA,,20.0,230.4,03 - Tuzlanski Kanton,,,,,,,,,,
33,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16424.0,"IBN-SINA PZU Ogranak 19, Lukavac (A21)","ul.25. Novembra bb, Lukavac",75300.0,,LUKAVAC,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
34,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16420.0,"IBN-SINA PZU Ogranak 13,Apoteka Gradačac (A14)","Josipa Šibera 3, Gradačac",76250.0,,GRADAČAC,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
35,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16467.0,PZU Apoteka ADONIS ogr.12 ŽIVINICE,ul.Oslobođenja br.23,75270.0,,ŽIVINICE,,3.0,34.56,03 - Tuzlanski Kanton,,,,,,,,,,
36,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16430.0,IBN-SINA PZU Ogranak 23 STADION Tuzla (A32),SPO ''STADION'',75000.0,,TUZLA,,5.0,61.85,03 - Tuzlanski Kanton,,,,,,,,,,
37,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16480.0,"PZU Apoteka ""Alma"" Tuzla Ogranak Super apoteka 2",Šićki Brod TC Bingo,75000.0,,TUZLA,,1.0,12.37,03 - Tuzlanski Kanton,,,,,,,,,,
38,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16499.0,"JZU ""Gradske apoteke"" Tuzla-Apoteka Dom Zdravlja",Albina i Franje Herljevića 1,75000.0,,TUZLA,,20.0,230.4,03 - Tuzlanski Kanton,,,,,,,,,,
39,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16469.0,"PZU Apoteka ADONIS ogr.13 Poljice,Lukavac",ul.Poljice bb,75300.0,,LUKAVAC,,5.0,57.6,03 - Tuzlanski Kanton,,,,,,,,,,
40,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,25. 10. 2022.,OTP,,16416.0,"IBN-SINA PZU Ogranak 10 Stupine, Tuzla (A11)","Stupine B2, Tuzla",75000.0,,TUZLA,,10.0,123.7,03 - Tuzlanski Kanton,,,,,,,,,,
43,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16339.0,PZU Apoteka ''NERA'' Visoko,Branilaca bb,71300.0,,VISOKO,,5.0,51.1,04 - ZE-DO Kanton,,,,,,,,,,
44,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16335.0,PZU Apoteka Avicena Visoko-ogranak Kakanj,Zeničkog partizanskog odreda b,72240.0,,KAKANJ,,5.0,51.1,04 - ZE-DO Kanton,,,,,,,,,,
45,Dorzol 20mg/ml kapi za oči 5ml,31. 10. 2022.,OTP,,16815.0,"J.U. Apoteka Zdravlje-ogr.""Sutjeska""",Savfet Bega Bašagića bb,72220.0,,ZAVIDOVIĆI,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
46,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16341.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000.0,,ZENICA,,5.0,51.1,04 - ZE-DO Kanton,,,,,,,,,,
47,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16375.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000.0,,ZENICA,,2.0,20.44,04 - ZE-DO Kanton,,,,,,,,,,
48,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16360.0,PZU Apoteka Avicena Visoko,Ulica Branilaca 41,71300.0,,VISOKO,,3.0,30.66,04 - ZE-DO Kanton,,,,,,,,,,
49,Dorzol 20mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16353.0,"PZU Halilić Žepče p.o. Apoteka ""Tina""",Prva bb,72230.0,,ŽEPČE,,5.0,51.1,04 - ZE-DO Kanton,,,,,,,,,,
50,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16354.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
51,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16347.0,PZU Delfarm Jelah,Mustafe Ćemana bb,74264.0,,JELAH,,3.0,34.56,04 - ZE-DO Kanton,,,,,,,,,,
52,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16339.0,PZU Apoteka ''NERA'' Visoko,Branilaca bb,71300.0,,VISOKO,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
53,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16343.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
54,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,31. 10. 2022.,OTP,,16848.0,"PZU Apoteka ""NERA"" Visoko ogr.Moštre",Golo Brdo bb,71300.0,,VISOKO,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
55,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,31. 10. 2022.,OTP,,16825.0,"PZU Apoteka ""PHARMACIA'' PJ Crkvice",Crkvice 46,72000.0,,ZENICA,,10.0,115.2,04 - ZE-DO Kanton,,,,,,,,,,
56,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,31. 10. 2022.,OTP,,16838.0,"PZU Apoteka ""PHARMACIA"" ogranak",Fra Ivana Jukića bb,72000.0,,ZENICA,,20.0,230.4,04 - ZE-DO Kanton,,,,,,,,,,
57,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16377.0,J.U. Apoteka Zdravlje-ogr.GRADSKA apoteka,Maršala Tita 52,72000.0,,ZENICA,,5.0,57.6,04 - ZE-DO Kanton,,,,,,,,,,
58,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16355.0,"PZU Halilić Žepče p.o. Apoteka ""Tina""",Prva bb,72230.0,,ŽEPČE,,5.0,57.6,04 - ZE-DO Kanton,,,,,,,,,,
59,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16356.0,"J.U. Apoteka i CMS ""TEFARM"" Tešanj",Maršala Tita 1,74260.0,,TEŠANJ,,1.0,12.37,04 - ZE-DO Kanton,,,,,,,,,,
60,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,24. 10. 2022.,OTP,,16358.0,PZU Apoteka HERBAFARM Tešanj,Braće Pobrića bb,74260.0,,TEŠANJ,,3.0,37.11,04 - ZE-DO Kanton,,,,,,,,,,
61,"Latanox kapi za oči 1x2,5ml",24. 10. 2022.,OTP,,16343.0,J.U. Apoteka Zdravlje-ogr.Mr. WEISS,Adolfa Goldbergera 6,72000.0,,ZENICA,,2.0,16.84,04 - ZE-DO Kanton,,,,,,,,,,
62,"Latanox kapi za oči 1x2,5ml",24. 10. 2022.,OTP,,16348.0,"J.U. Apoteka Zdravlje-ogr.""Sutjeska""",Savfet Bega Bašagića bb,72220.0,,ZAVIDOVIĆI,,3.0,25.26,04 - ZE-DO Kanton,,,,,,,,,,
63,"Latanox kapi za oči 1x2,5ml",24. 10. 2022.,OTP,,16347.0,PZU Delfarm Jelah,Mustafe Ćemana bb,74264.0,,JELAH,,2.0,16.84,04 - ZE-DO Kanton,,,,,,,,,,
64,Moksacin 5mg/ml kapi za oko 5ml,24. 10. 2022.,OTP,,16370.0,"PZU Apoteka ""PHARMACIA""",Sarajevska 51,72000.0,,ZENICA,,2.0,19.1,04 - ZE-DO Kanton,,,,,,,,,,
67,Dorzol 20mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16645.0,"JZU Apoteka ""9 MAJ"" Goražde",Kulina Bana 16,73000.0,,GORAŽDE,,1.0,10.22,05 - Bosansko-Podrinjski,,,,,,,,,,
68,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16645.0,"JZU Apoteka ""9 MAJ"" Goražde",Kulina Bana 16,73000.0,,GORAŽDE,,2.0,24.74,05 - Bosansko-Podrinjski,,,,,,,,,,
71,Dorzol 20mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16601.0,MIA privatna apoteka Kiseljak,Josipa bana Jelačića 93,71250.0,,KISELJAK,,5.0,51.1,06 - Srednjebosanski kanton,,,,,,,,,,
72,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,26. 10. 2022.,OTP,,16601.0,MIA privatna apoteka Kiseljak,Josipa bana Jelačića 93,71250.0,,KISELJAK,,5.0,61.85,06 - Srednjebosanski kanton,,,,,,,,,,
75,Dorzol 20mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16685.0,Gradska ljekarna Mostar PJ.4,Kralja Tomislava 12,88000.0,,MOSTAR,,3.0,30.66,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
76,Dorzol 20mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16691.0,"ZU APOTEKA ""EUROPHARM"" Mostar",Mostarskog bataljona bb,88000.0,,MOSTAR,,10.0,102.2,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
77,Dorzol 20mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16662.0,"Ljekarna ""Mr.ph.NINA KEŠELJ"" Mostar",Bleiburških žrtava bb,88000.0,,MOSTAR,,5.0,51.1,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
78,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16643.0,Zdravstvena ustanova ''RADIŠIĆ'' Čitluk,Broćanski Trg bb,88260.0,,ČITLUK,,10.0,123.7,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
79,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16623.0,"Ljekarna ""Lilium"" mr.ph. Alma Manov Prozor",Vitomira Lukića bb,88440.0,,PROZOR-RAMA,,2.0,24.74,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
80,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16614.0,LUPRIV PLUS Mostar ogr.3,Splitska 5,88000.0,,MOSTAR,,2.0,24.74,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
81,Glaumax 20mg/ml+5mg/ml kapi za oči 5ml,27. 10. 2022.,OTP,,16691.0,"ZU APOTEKA ""EUROPHARM"" Mostar",Mostarskog bataljona bb,88000.0,,MOSTAR,,20.0,247.4,07 - Hercegovačko-Neretvanski kanton,,,,,,,,,,
